country;year;pop;continent;lifeExp;gdpPercap;gdpPercap_tratada;lifeExp_tratada;pop_tratada;one-sided violence;non-state conflict;extrasystemic;intrastate;interstate
Kenya;1957;7454779;Africa;44.686;944.4383152;944.44;44.7;7.454.779;;;;;
Kenya;1962;8678557;Africa;47.949;896.9663732;896.97;47.9;8.678.557;;;;;
Kenya;1967;10191512;Africa;50.654;1056.736457;1056.74;50.7;10.191.512;;;;;
Kenya;1972;12044785;Africa;53.559;1222.359968;1222.36;53.6;12.044.785;;;;;
Kenya;1977;14500404;Africa;56.155;1267.613204;1267.61;56.2;14.500.404;;;;;
Kenya;1982;17661452;Africa;58.766;1348.225791;1348.23;58.8;17.661.452;;;;;
Kenya;1987;21198082;Africa;59.339;1361.936856;1361.94;59.3;21.198.082;;;;;
Kenya;1992;25020539;Africa;59.285;1341.921721;1341.92;59.3;25.020.539;0.0;211.0;0.0;0.0;0.0
Kenya;1997;28263827;Africa;54.407;1360.485021;1360.49;54.4;28.263.827;0.0;681.0;0.0;0.0;0.0
Kenya;2002;31386842;Africa;50.992;1287.514732;1287.51;51.0;31.386.842;13.0;884.0;0.0;28.0;0.0
Kenya;2007;35610177;Africa;54.11;1463.249282;1463.25;54.1;35.610.177;134.0;351.0;0.0;1.0;0.0
Korea Dem. Rep.;1952;8865488;Asia;50.056;1088.277758;1088.28;50.1;8.865.488;;;;;
Korea Dem. Rep.;1957;9411381;Asia;54.081;1571.134655;1571.13;54.1;9.411.381;;;;;
Korea Dem. Rep.;1962;10917494;Asia;56.656;1621.693598;1621.69;56.7;10.917.494;;;;;
Korea Dem. Rep.;1967;12617009;Asia;59.942;2143.540609;2143.54;59.9;12.617.009;;;;;
Korea Dem. Rep.;1972;14781241;Asia;63.983;3701.621503;3701.62;64.0;14.781.241;;;;;
Korea Dem. Rep.;1977;16325320;Asia;67.159;4106.301249;4106.3;67.2;16.325.320;;;;;
Korea Dem. Rep.;1982;17647518;Asia;69.1;4106.525293;4106.53;69.1;17.647.518;;;;;
Korea Dem. Rep.;1987;19067554;Asia;70.647;4106.492315;4106.49;70.6;19.067.554;;;;;
Korea Dem. Rep.;1992;20711375;Asia;69.978;3726.063507;3726.06;70.0;20.711.375;;;;;
Korea Dem. Rep.;1997;21585105;Asia;67.727;1690.756814;1690.76;67.7;21.585.105;;;;;
Korea Dem. Rep.;2002;22215365;Asia;66.662;1646.758151;1646.76;66.7;22.215.365;;;;;
Korea Dem. Rep.;2007;23301725;Asia;67.297;1593.06548;1593.07;67.3;23.301.725;;;;;
Korea Rep.;1952;20947571;Asia;47.453;1030.592226;1030.59;47.5;20.947.571;;;;;
Korea Rep.;1957;22611552;Asia;52.681;1487.593537;1487.59;52.7;22.611.552;;;;;
Korea Rep.;1962;26420307;Asia;55.292;1536.344387;1536.34;55.3;26.420.307;;;;;
Korea Rep.;1967;30131000;Asia;57.716;2029.228142;2029.23;57.7;30.131.000;;;;;
Korea Rep.;1972;33505000;Asia;62.612;3030.87665;3030.88;62.6;33.505.000;;;;;
Korea Rep.;1977;36436000;Asia;64.766;4657.22102;4657.22;64.8;36.436.000;;;;;
Korea Rep.;1982;39326000;Asia;67.123;5622.942464;5622.94;67.1;39.326.000;;;;;
Korea Rep.;1987;41622000;Asia;69.81;8533.088805;8533.09;69.8;41.622.000;;;;;
Korea Rep.;1992;43805450;Asia;72.244;12104.27872;12104.28;72.2;43.805.450;;;;;
Korea Rep.;1997;46173816;Asia;74.647;15993.52796;15993.53;74.6;46.173.816;;;;;
Korea Rep.;2002;47969150;Asia;77.045;19233.98818;19233.99;77.0;47.969.150;;;;;
Korea Rep.;2007;49044790;Asia;78.623;23348.13973;23348.14;78.6;49.044.790;;;;;
Kuwait;1952;160000;Asia;55.565;108382.3529;108382.35;55.6;160.000;;;;;
Kuwait;1957;212846;Asia;58.033;113523.1329;113523.13;58.0;212.846;;;;;
Kuwait;1962;358266;Asia;60.47;95458.11176;95458.11;60.5;358.266;;;;;
Kuwait;1967;575003;Asia;64.624;80894.88326;80894.88;64.6;575.003;;;;;
Kuwait;1972;841934;Asia;67.712;109347.867;109347.87;67.7;841.934;;;;;
Kuwait;1977;1140357;Asia;69.343;59265.47714;59265.48;69.3;1.140.357;;;;;
Kuwait;1982;1497494;Asia;71.309;31354.03573;31354.04;71.3;1.497.494;;;;;
Kuwait;1987;1891487;Asia;74.174;28118.42998;28118.43;74.2;1.891.487;;;;;
Kuwait;1992;1418095;Asia;75.19;34932.91959;34932.92;75.2;1.418.095;285.0;0.0;0.0;0.0;1504.0
Kuwait;1997;1765345;Asia;76.156;40300.61996;40300.62;76.2;1.765.345;1.0;0.0;0.0;0.0;0.0
Kuwait;2002;2111561;Asia;76.904;35110.10566;35110.11;76.9;2.111.561;0.0;0.0;0.0;0.0;0.0
Kuwait;2007;2505559;Asia;77.588;47306.98978;47306.99;77.6;2.505.559;0.0;0.0;0.0;0.0;0.0
Lebanon;1952;1439529;Asia;55.928;4834.804067;4834.8;55.9;1.439.529;;;;;
Lebanon;1957;1647412;Asia;59.489;6089.786934;6089.79;59.5;1.647.412;;;;;
Lebanon;1962;1886848;Asia;62.094;5714.560611;5714.56;62.1;1.886.848;;;;;
Lebanon;1967;2186894;Asia;63.87;6006.983042;6006.98;63.9;2.186.894;;;;;
Lebanon;1972;2680018;Asia;65.421;7486.384341;7486.38;65.4;2.680.018;;;;;
Lebanon;1977;3115787;Asia;66.099;8659.696836;8659.7;66.1;3.115.787;;;;;
Lebanon;1982;3086876;Asia;66.983;7640.519521;7640.52;67.0;3.086.876;;;;;
Lebanon;1987;3089353;Asia;67.926;5377.091329;5377.09;67.9;3.089.353;;;;;
Lebanon;1992;3219994;Asia;69.292;6890.806854;6890.81;69.3;3.219.994;0.0;1475.0;0.0;1642.0;0.0
Lebanon;1997;3430388;Asia;70.265;8754.96385;8754.96;70.3;3.430.388;103.0;110.0;0.0;456.0;0.0
Lebanon;2002;3677780;Asia;71.028;9313.93883;9313.94;71.0;3.677.780;0.0;88.0;0.0;120.0;0.0
Lebanon;2007;3921278;Asia;71.993;10461.05868;10461.06;72.0;3.921.278;0.0;0.0;0.0;1184.0;0.0
Lesotho;1952;748747;Africa;42.138;298.8462121;298.85;42.1;748.747;;;;;
Lesotho;1957;813338;Africa;45.047;335.9971151;336.0;45.0;813.338;;;;;
Lesotho;1962;893143;Africa;47.747;411.8006266;411.8;47.7;893.143;;;;;
Lesotho;1967;996380;Africa;48.492;498.6390265;498.64;48.5;996.380;;;;;
Lesotho;1972;1116779;Africa;49.767;496.5815922;496.58;49.8;1.116.779;;;;;
Lesotho;1977;1251524;Africa;52.208;745.3695408;745.37;52.2;1.251.524;;;;;
Lesotho;1982;1411807;Africa;55.078;797.2631074;797.26;55.1;1.411.807;;;;;
Lesotho;1987;1599200;Africa;57.18;773.9932141;773.99;57.2;1.599.200;;;;;
Lesotho;1992;1803195;Africa;59.685;977.4862725;977.49;59.7;1.803.195;0.0;0.0;0.0;0.0;0.0
Lesotho;1997;1982823;Africa;55.558;1186.147994;1186.15;55.6;1.982.823;0.0;0.0;0.0;0.0;0.0
Lesotho;2002;2046772;Africa;44.593;1275.184575;1275.18;44.6;2.046.772;0.0;0.0;0.0;78.0;0.0
Lesotho;2007;2012649;Africa;42.592;1569.331442;1569.33;42.6;2.012.649;0.0;0.0;0.0;0.0;0.0
Liberia;1952;863308;Africa;38.48;575.5729961;575.57;38.5;863.308;;;;;
Liberia;1957;975950;Africa;39.486;620.9699901;620.97;39.5;975.950;;;;;
Liberia;1962;1112796;Africa;40.502;634.1951625;634.2;40.5;1.112.796;;;;;
Liberia;1967;1279406;Africa;41.536;713.6036483;713.6;41.5;1.279.406;;;;;
Liberia;1972;1482628;Africa;42.614;803.0054535;803.01;42.6;1.482.628;;;;;
Liberia;1977;1703617;Africa;43.764;640.3224383;640.32;43.8;1.703.617;;;;;
Liberia;1982;1956875;Africa;44.852;572.1995694;572.2;44.9;1.956.875;;;;;
Liberia;1987;2269414;Africa;46.027;506.1138573;506.11;46.0;2.269.414;;;;;
Liberia;1992;1912974;Africa;40.802;636.6229191;636.62;40.8;1.912.974;4005.0;406.0;0.0;366.0;0.0
Liberia;1997;2200725;Africa;42.221;609.1739508;609.17;42.2;2.200.725;9562.0;2606.0;0.0;5.0;0.0
Liberia;2002;2814651;Africa;43.753;531.4823679;531.48;43.8;2.814.651;2001.0;0.0;0.0;890.0;0.0
Liberia;2007;3193942;Africa;45.678;414.5073415;414.51;45.7;3.193.942;1494.0;0.0;0.0;1787.0;0.0
Libya;1952;1019729;Africa;42.723;2387.54806;2387.55;42.7;1.019.729;;;;;
Libya;1957;1201578;Africa;45.289;3448.284395;3448.28;45.3;1.201.578;;;;;
Libya;1962;1441863;Africa;47.808;6757.030816;6757.03;47.8;1.441.863;;;;;
Libya;1967;1759224;Africa;50.227;18772.75169;18772.75;50.2;1.759.224;;;;;
Libya;1972;2183877;Africa;52.773;21011.49721;21011.5;52.8;2.183.877;;;;;
Libya;1977;2721783;Africa;57.442;21951.21176;21951.21;57.4;2.721.783;;;;;
Libya;1982;3344074;Africa;62.155;17364.27538;17364.28;62.2;3.344.074;;;;;
Libya;1987;3799845;Africa;66.234;11770.5898;11770.59;66.2;3.799.845;;;;;
Libya;1992;4364501;Africa;68.755;9640.138501;9640.14;68.8;4.364.501;0.0;0.0;0.0;0.0;0.0
Libya;1997;4759670;Africa;71.555;9467.446056;9467.45;71.6;4.759.670;0.0;0.0;0.0;24.0;0.0
Libya;2002;5368585;Africa;72.737;9534.677467;9534.68;72.7;5.368.585;0.0;0.0;0.0;0.0;0.0
Libya;2007;6036914;Africa;73.952;12057.49928;12057.5;74.0;6.036.914;0.0;0.0;0.0;0.0;0.0
Madagascar;1952;4762912;Africa;36.681;1443.011715;1443.01;36.7;4.762.912;;;;;
Madagascar;1957;5181679;Africa;38.865;1589.20275;1589.2;38.9;5.181.679;;;;;
Madagascar;1962;5703324;Africa;40.848;1643.38711;1643.39;40.8;5.703.324;;;;;
Madagascar;1967;6334556;Africa;42.881;1634.047282;1634.05;42.9;6.334.556;;;;;
Madagascar;1972;7082430;Africa;44.851;1748.562982;1748.56;44.9;7.082.430;;;;;
Madagascar;1977;8007166;Africa;46.881;1544.228586;1544.23;46.9;8.007.166;;;;;
Madagascar;1982;9171477;Africa;48.969;1302.878658;1302.88;49.0;9.171.477;;;;;
Madagascar;1987;10568642;Africa;49.35;1155.441948;1155.44;49.4;10.568.642;;;;;
Madagascar;1992;12210395;Africa;52.214;1040.67619;1040.68;52.2;12.210.395;0.0;0.0;0.0;0.0;0.0
Madagascar;1997;14165114;Africa;54.978;986.2958956;986.3;55.0;14.165.114;0.0;0.0;0.0;0.0;0.0
Madagascar;2002;16473477;Africa;57.286;894.6370822;894.64;57.3;16.473.477;0.0;79.0;0.0;0.0;0.0
Madagascar;2007;19167654;Africa;59.443;1044.770126;1044.77;59.4;19.167.654;0.0;0.0;0.0;0.0;0.0
Malawi;1952;2917802;Africa;36.256;369.1650802;369.17;36.3;2.917.802;;;;;
Malawi;1957;3221238;Africa;37.207;416.3698064;416.37;37.2;3.221.238;;;;;
Malawi;1962;3628608;Africa;38.41;427.9010856;427.9;38.4;3.628.608;;;;;
Malawi;1967;4147252;Africa;39.487;495.5147806;495.51;39.5;4.147.252;;;;;
Malawi;1972;4730997;Africa;41.766;584.6219709;584.62;41.8;4.730.997;;;;;
Malawi;1977;5637246;Africa;43.767;663.2236766;663.22;43.8;5.637.246;;;;;
Malawi;1982;6502825;Africa;45.642;632.8039209;632.8;45.6;6.502.825;;;;;
Malawi;1987;7824747;Africa;47.457;635.5173634;635.52;47.5;7.824.747;;;;;
Malawi;1992;10014249;Africa;49.42;563.2000145;563.2;49.4;10.014.249;0.0;0.0;0.0;0.0;0.0
Malawi;1997;10419991;Africa;47.495;692.2758103;692.28;47.5;10.419.991;0.0;0.0;0.0;0.0;0.0
Malawi;2002;11824495;Africa;45.009;665.4231186;665.42;45.0;11.824.495;0.0;0.0;0.0;0.0;0.0
Malawi;2007;13327079;Africa;48.303;759.3499101;759.35;48.3;13.327.079;0.0;0.0;0.0;0.0;0.0
Malaysia;1952;6748378;Asia;48.463;1831.132894;1831.13;48.5;6.748.378;;;;;
Malaysia;1957;7739235;Asia;52.102;1810.066992;1810.07;52.1;7.739.235;;;;;
Malaysia;1962;8906385;Asia;55.737;2036.884944;2036.88;55.7;8.906.385;;;;;
Malaysia;1967;10154878;Asia;59.371;2277.742396;2277.74;59.4;10.154.878;;;;;
Malaysia;1972;11441462;Asia;63.01;2849.09478;2849.09;63.0;11.441.462;;;;;
Malaysia;1977;12845381;Asia;65.256;3827.921571;3827.92;65.3;12.845.381;;;;;
Malaysia;1982;14441916;Asia;68.0;4920.355951;4920.36;68.0;14.441.916;;;;;
Malaysia;1987;16331785;Asia;69.5;5249.802653;5249.8;69.5;16.331.785;;;;;
Malaysia;1992;18319502;Asia;70.693;7277.912802;7277.91;70.7;18.319.502;0.0;0.0;0.0;0.0;0.0
Malaysia;1997;20476091;Asia;71.938;10132.90964;10132.91;71.9;20.476.091;0.0;0.0;0.0;0.0;0.0
Malaysia;2002;22662365;Asia;73.044;10206.97794;10206.98;73.0;22.662.365;0.0;0.0;0.0;0.0;0.0
Malaysia;2007;24821286;Asia;74.241;12451.6558;12451.66;74.2;24.821.286;0.0;0.0;0.0;0.0;0.0
Mali;1952;3838168;Africa;33.685;452.3369807;452.34;33.7;3.838.168;;;;;
Mali;1957;4241884;Africa;35.307;490.3821867;490.38;35.3;4.241.884;;;;;
Mali;1962;4690372;Africa;36.936;496.1743428;496.17;36.9;4.690.372;;;;;
Mali;1967;5212416;Africa;38.487;545.0098873;545.01;38.5;5.212.416;;;;;
Mali;1972;5828158;Africa;39.977;581.3688761;581.37;40.0;5.828.158;;;;;
Mali;1977;6491649;Africa;41.714;686.3952693;686.4;41.7;6.491.649;;;;;
Mali;1982;6998256;Africa;43.916;618.0140641;618.01;43.9;6.998.256;;;;;
Mali;1987;7634008;Africa;46.364;684.1715576;684.17;46.4;7.634.008;;;;;
Mali;1992;8416215;Africa;48.388;739.014375;739.01;48.4;8.416.215;378.0;0.0;0.0;516.0;0.0
Mali;1997;9384984;Africa;49.903;790.2579846;790.26;49.9;9.384.984;593.0;52.0;0.0;86.0;0.0
Mali;2002;10580176;Africa;51.818;951.4097518;951.41;51.8;10.580.176;0.0;59.0;0.0;0.0;0.0
Mali;2007;12031795;Africa;54.467;1042.581557;1042.58;54.5;12.031.795;0.0;0.0;0.0;51.0;0.0
Mauritania;1952;1022556;Africa;40.543;743.1159097;743.12;40.5;1.022.556;;;;;
Mauritania;1957;1076852;Africa;42.338;846.1202613;846.12;42.3;1.076.852;;;;;
Mauritania;1962;1146757;Africa;44.248;1055.896036;1055.9;44.2;1.146.757;;;;;
Mauritania;1967;1230542;Africa;46.289;1421.145193;1421.15;46.3;1.230.542;;;;;
Mauritania;1972;1332786;Africa;48.437;1586.851781;1586.85;48.4;1.332.786;;;;;
Mauritania;1977;1456688;Africa;50.852;1497.492223;1497.49;50.9;1.456.688;;;;;
Mauritania;1982;1622136;Africa;53.599;1481.150189;1481.15;53.6;1.622.136;;;;;
Mauritania;1987;1841240;Africa;56.145;1421.603576;1421.6;56.1;1.841.240;;;;;
Mauritania;1992;2119465;Africa;58.333;1361.369784;1361.37;58.3;2.119.465;46.0;102.0;0.0;0.0;0.0
Mauritania;1997;2444741;Africa;60.43;1483.136136;1483.14;60.4;2.444.741;0.0;0.0;0.0;20.0;0.0
Mauritania;2002;2828858;Africa;62.247;1579.019543;1579.02;62.2;2.828.858;0.0;0.0;0.0;0.0;0.0
Mauritania;2007;3270065;Africa;64.164;1803.151496;1803.15;64.2;3.270.065;4.0;0.0;0.0;0.0;0.0
Mauritius;1952;516556;Africa;50.986;1967.955707;1967.96;51.0;516.556;;;;;
Mauritius;1957;609816;Africa;58.089;2034.037981;2034.04;58.1;609.816;;;;;
Mauritius;1962;701016;Africa;60.246;2529.067487;2529.07;60.2;701.016;;;;;
Mauritius;1967;789309;Africa;61.557;2475.387562;2475.39;61.6;789.309;;;;;
Mauritius;1972;851334;Africa;62.944;2575.484158;2575.48;62.9;851.334;;;;;
Mauritius;1977;913025;Africa;64.93;3710.982963;3710.98;64.9;913.025;;;;;
Mauritius;1982;992040;Africa;66.711;3688.037739;3688.04;66.7;992.040;;;;;
Mauritius;1987;1042663;Africa;68.74;4783.586903;4783.59;68.7;1.042.663;;;;;
Mauritius;1992;1096202;Africa;69.745;6058.253846;6058.25;69.7;1.096.202;0.0;0.0;0.0;0.0;0.0
Mauritius;1997;1149818;Africa;70.736;7425.705295;7425.71;70.7;1.149.818;0.0;0.0;0.0;0.0;0.0
Mauritius;2002;1200206;Africa;71.954;9021.815894;9021.82;72.0;1.200.206;0.0;0.0;0.0;0.0;0.0
Mauritius;2007;1250882;Africa;72.801;10956.99112;10956.99;72.8;1.250.882;0.0;0.0;0.0;0.0;0.0
Mexico;1952;30144317;Americas;50.789;3478.125529;3478.13;50.8;30.144.317;;;;;
Mexico;1957;35015548;Americas;55.19;4131.546641;4131.55;55.2;35.015.548;;;;;
Mexico;1962;41121485;Americas;58.299;4581.609385;4581.61;58.3;41.121.485;;;;;
Mexico;1967;47995559;Americas;60.11;5754.733883;5754.73;60.1;47.995.559;;;;;
Mexico;1972;55984294;Americas;62.361;6809.40669;6809.41;62.4;55.984.294;;;;;
Mexico;1977;63759976;Americas;65.032;7674.929108;7674.93;65.0;63.759.976;;;;;
Mexico;1982;71640904;Americas;67.405;9611.147541;9611.15;67.4;71.640.904;;;;;
Mexico;1987;80122492;Americas;69.498;8688.156003;8688.16;69.5;80.122.492;;;;;
Mexico;1992;88111030;Americas;71.455;9472.384295;9472.38;71.5;88.111.030;0.0;0.0;0.0;2.0;0.0
Mexico;1997;95895146;Americas;73.67;9767.29753;9767.3;73.7;95.895.146;45.0;28.0;0.0;182.0;0.0
Mexico;2002;102479927;Americas;74.902;10742.44053;10742.44;74.9;102.479.927;0.0;26.0;0.0;0.0;0.0
Mexico;2007;108700891;Americas;76.195;11977.57496;11977.57;76.2;108.700.891;0.0;3028.0;0.0;0.0;0.0
Mongolia;1952;800663;Asia;42.244;786.5668575;786.57;42.2;800.663;;;;;
Mongolia;1957;882134;Asia;45.248;912.6626085;912.66;45.2;882.134;;;;;
Mongolia;1962;1010280;Asia;48.251;1056.353958;1056.35;48.3;1.010.280;;;;;
Mongolia;1967;1149500;Asia;51.253;1226.04113;1226.04;51.3;1.149.500;;;;;
Mongolia;1972;1320500;Asia;53.754;1421.741975;1421.74;53.8;1.320.500;;;;;
Mongolia;1977;1528000;Asia;55.491;1647.511665;1647.51;55.5;1.528.000;;;;;
Mongolia;1982;1756032;Asia;57.489;2000.603139;2000.6;57.5;1.756.032;;;;;
Mongolia;1987;2015133;Asia;60.222;2338.008304;2338.01;60.2;2.015.133;;;;;
Mongolia;1992;2312802;Asia;61.271;1785.402016;1785.4;61.3;2.312.802;0.0;0.0;0.0;0.0;0.0
Mongolia;1997;2494803;Asia;63.625;1902.2521;1902.25;63.6;2.494.803;0.0;0.0;0.0;0.0;0.0
Mongolia;2002;2674234;Asia;65.033;2140.739323;2140.74;65.0;2.674.234;0.0;0.0;0.0;0.0;0.0
Mongolia;2007;2874127;Asia;66.803;3095.772271;3095.77;66.8;2.874.127;0.0;0.0;0.0;0.0;0.0
Montenegro;1952;413834;Europe;59.164;2647.585601;2647.59;59.2;413.834;;;;;
Montenegro;1957;442829;Europe;61.448;3682.259903;3682.26;61.4;442.829;;;;;
Montenegro;1962;474528;Europe;63.728;4649.593785;4649.59;63.7;474.528;;;;;
Montenegro;1967;501035;Europe;67.178;5907.850937;5907.85;67.2;501.035;;;;;
Montenegro;1972;527678;Europe;70.636;7778.414017;7778.41;70.6;527.678;;;;;
Montenegro;1977;560073;Europe;73.066;9595.929905;9595.93;73.1;560.073;;;;;
Montenegro;1982;562548;Europe;74.101;11222.58762;11222.59;74.1;562.548;;;;;
Montenegro;1987;569473;Europe;74.865;11732.51017;11732.51;74.9;569.473;;;;;
Montenegro;1992;621621;Europe;75.435;7003.339037;7003.34;75.4;621.621;0.0;0.0;0.0;0.0;0.0
Montenegro;1997;692651;Europe;75.445;6465.613349;6465.61;75.4;692.651;0.0;0.0;0.0;0.0;0.0
Montenegro;2002;720230;Europe;73.981;6557.194282;6557.19;74.0;720.230;0.0;0.0;0.0;11.0;0.0
Montenegro;2007;684736;Europe;74.543;9253.896111;9253.9;74.5;684.736;0.0;0.0;0.0;0.0;0.0
Morocco;1952;9939217;Africa;42.873;1688.20357;1688.2;42.9;9.939.217;;;;;
Morocco;1957;11406350;Africa;45.423;1642.002314;1642.0;45.4;11.406.350;;;;;
Morocco;1962;13056604;Africa;47.924;1566.353493;1566.35;47.9;13.056.604;;;;;
Morocco;1967;14770296;Africa;50.335;1711.04477;1711.04;50.3;14.770.296;;;;;
Morocco;1972;16660670;Africa;52.862;1930.194975;1930.19;52.9;16.660.670;;;;;
Morocco;1977;18396941;Africa;55.73;2370.619976;2370.62;55.7;18.396.941;;;;;
Morocco;1982;20198730;Africa;59.65;2702.620356;2702.62;59.6;20.198.730;;;;;
Morocco;1987;22987397;Africa;62.677;2755.046991;2755.05;62.7;22.987.397;;;;;
Morocco;1992;25798239;Africa;65.393;2948.047252;2948.05;65.4;25.798.239;0.0;0.0;0.0;0.0;0.0
Morocco;1997;28529501;Africa;67.66;2982.101858;2982.1;67.7;28.529.501;0.0;0.0;0.0;0.0;0.0
Morocco;2002;31167783;Africa;69.615;3258.495584;3258.5;69.6;31.167.783;0.0;0.0;0.0;0.0;0.0
Morocco;2007;33757175;Africa;71.164;3820.17523;3820.18;71.2;33.757.175;34.0;0.0;0.0;0.0;0.0
Mozambique;1952;6446316;Africa;31.286;468.5260381;468.53;31.3;6.446.316;;;;;
Mozambique;1957;7038035;Africa;33.779;495.5868333;495.59;33.8;7.038.035;;;;;
Mozambique;1962;7788944;Africa;36.161;556.6863539;556.69;36.2;7.788.944;;;;;
Mozambique;1967;8680909;Africa;38.113;566.6691539;566.67;38.1;8.680.909;;;;;
Mozambique;1972;9809596;Africa;40.328;724.9178037;724.92;40.3;9.809.596;;;;;
Mozambique;1977;11127868;Africa;42.495;502.3197334;502.32;42.5;11.127.868;;;;;
Mozambique;1982;12587223;Africa;42.795;462.2114149;462.21;42.8;12.587.223;;;;;
Mozambique;1987;12891952;Africa;42.861;389.8761846;389.88;42.9;12.891.952;;;;;
Mozambique;1992;13160731;Africa;44.284;410.8968239;410.9;44.3;13.160.731;1344.0;88.0;0.0;4361.0;0.0
Mozambique;1997;16603334;Africa;46.344;472.3460771;472.35;46.3;16.603.334;0.0;0.0;0.0;0.0;0.0
Mozambique;2002;18473780;Africa;44.026;633.6179466;633.62;44.0;18.473.780;0.0;0.0;0.0;0.0;0.0
Mozambique;2007;19951656;Africa;42.082;823.6856205;823.69;42.1;19.951.656;0.0;0.0;0.0;0.0;0.0
Myanmar;1952;20092996;Asia;36.319;331.0;331.0;36.3;20.092.996;;;;;
Myanmar;1957;21731844;Asia;41.905;350.0;350.0;41.9;21.731.844;;;;;
Myanmar;1962;23634436;Asia;45.108;388.0;388.0;45.1;23.634.436;;;;;
Myanmar;1967;25870271;Asia;49.379;349.0;349.0;49.4;25.870.271;;;;;
Myanmar;1972;28466390;Asia;53.07;357.0;357.0;53.1;28.466.390;;;;;
Myanmar;1977;31528087;Asia;56.059;371.0;371.0;56.1;31.528.087;;;;;
Myanmar;1982;34680442;Asia;58.056;424.0;424.0;58.1;34.680.442;;;;;
Myanmar;1987;38028578;Asia;58.339;385.0;385.0;58.3;38.028.578;;;;;
Myanmar;1992;40546538;Asia;59.32;347.0;347.0;59.3;40.546.538;309.0;589.0;0.0;4428.0;0.0
Myanmar;1997;43247867;Asia;60.328;415.0;415.0;60.3;43.247.867;951.0;1101.0;0.0;1684.0;0.0
Myanmar;2002;45598081;Asia;59.908;611.0;611.0;59.9;45.598.081;1542.0;193.0;0.0;755.0;0.0
Myanmar;2007;47761980;Asia;62.069;944.0;944.0;62.1;47.761.980;919.0;153.0;0.0;796.0;0.0
Namibia;1952;485831;Africa;41.725;2423.780443;2423.78;41.7;485.831;;;;;
Namibia;1957;548080;Africa;45.226;2621.448058;2621.45;45.2;548.080;;;;;
Namibia;1962;621392;Africa;48.386;3173.215595;3173.22;48.4;621.392;;;;;
Namibia;1967;706640;Africa;51.159;3793.694753;3793.69;51.2;706.640;;;;;
Namibia;1972;821782;Africa;53.867;3746.080948;3746.08;53.9;821.782;;;;;
Namibia;1977;977026;Africa;56.437;3876.485958;3876.49;56.4;977.026;;;;;
Namibia;1982;1099010;Africa;58.968;4191.100511;4191.1;59.0;1.099.010;;;;;
Namibia;1987;1278184;Africa;60.835;3693.731337;3693.73;60.8;1.278.184;;;;;
Namibia;1992;1554253;Africa;61.999;3804.537999;3804.54;62.0;1.554.253;0.0;0.0;0.0;361.0;0.0
Namibia;1997;1774766;Africa;58.909;3899.52426;3899.52;58.9;1.774.766;0.0;0.0;0.0;0.0;0.0
Namibia;2002;1972153;Africa;51.479;4072.324751;4072.32;51.5;1.972.153;6.0;0.0;0.0;56.0;0.0
Namibia;2007;2055080;Africa;52.906;4811.060429;4811.06;52.9;2.055.080;0.0;0.0;0.0;0.0;0.0
Nepal;1952;9182536;Asia;36.157;545.8657229;545.87;36.2;9.182.536;;;;;
Nepal;1957;9682338;Asia;37.686;597.9363558;597.94;37.7;9.682.338;;;;;
Nepal;1962;10332057;Asia;39.393;652.3968593;652.4;39.4;10.332.057;;;;;
Nepal;1967;11261690;Asia;41.472;676.4422254;676.44;41.5;11.261.690;;;;;
Nepal;1972;12412593;Asia;43.971;674.7881296;674.79;44.0;12.412.593;;;;;
Nepal;1977;13933198;Asia;46.748;694.1124398;694.11;46.7;13.933.198;;;;;
Nepal;1982;15796314;Asia;49.594;718.3730947;718.37;49.6;15.796.314;;;;;
Nepal;1987;17917180;Asia;52.537;775.6324501;775.63;52.5;17.917.180;;;;;
Nepal;1992;20326209;Asia;55.727;897.7403604;897.74;55.7;20.326.209;2.0;0.0;0.0;0.0;0.0
Nepal;1997;23001113;Asia;59.426;1010.892138;1010.89;59.4;23.001.113;27.0;0.0;0.0;84.0;0.0
Nepal;2002;25873917;Asia;61.34;1057.206311;1057.21;61.3;25.873.917;968.0;0.0;0.0;5049.0;0.0
Nepal;2007;28901790;Asia;63.785;1091.359778;1091.36;63.8;28.901.790;1371.0;30.0;0.0;4782.0;0.0
Netherlands;1952;10381988;Europe;72.13;8941.571858;8941.57;72.1;10.381.988;;;;;
Netherlands;1957;11026383;Europe;72.99;11276.19344;11276.19;73.0;11.026.383;;;;;
Netherlands;1962;11805689;Europe;73.23;12790.84956;12790.85;73.2;11.805.689;;;;;
Netherlands;1967;12596822;Europe;73.82;15363.25136;15363.25;73.8;12.596.822;;;;;
Netherlands;1972;13329874;Europe;73.75;18794.74567;18794.75;73.8;13.329.874;;;;;
Netherlands;1977;13852989;Europe;75.24;21209.0592;21209.06;75.2;13.852.989;;;;;
Netherlands;1982;14310401;Europe;76.05;21399.46046;21399.46;76.0;14.310.401;;;;;
Netherlands;1987;14665278;Europe;76.83;23651.32361;23651.32;76.8;14.665.278;;;;;
Netherlands;1992;15174244;Europe;77.42;26790.94961;26790.95;77.4;15.174.244;0.0;0.0;0.0;2.0;0.0
Netherlands;1997;15604464;Europe;78.03;30246.13063;30246.13;78.0;15.604.464;0.0;0.0;0.0;0.0;0.0
Netherlands;2002;16122830;Europe;78.53;33724.75778;33724.76;78.5;16.122.830;0.0;0.0;0.0;0.0;0.0
