country;year;pop;continent;lifeExp;gdpPercap
Vietnam;1967;39463910;Asia;47.8;637.12
Vietnam;1972;44655014;Asia;50.3;699.5
Vietnam;1977;50533506;Asia;55.8;713.54
Vietnam;1982;56142181;Asia;58.8;707.24
Vietnam;1987;62826491;Asia;62.8;820.8
Vietnam;1992;69940728;Asia;67.7;989.02
Vietnam;1997;76048996;Asia;70.7;1385.9
Vietnam;2002;80908147;Asia;73.0;1764.46
Vietnam;2007;85262356;Asia;74.2;2441.58
West Bank and Gaza;1952;1030585;Asia;43.2;1515.59
West Bank and Gaza;1957;1070439;Asia;45.7;1827.07
West Bank and Gaza;1962;1133134;Asia;48.1;2198.96
West Bank and Gaza;1967;1142636;Asia;51.6;2649.72
West Bank and Gaza;1972;1089572;Asia;56.5;3133.41
West Bank and Gaza;1977;1261091;Asia;60.8;3682.83
West Bank and Gaza;1982;1425876;Asia;64.4;4336.03
West Bank and Gaza;1987;1691210;Asia;67.0;5107.2
West Bank and Gaza;1992;2104779;Asia;69.7;6017.65
West Bank and Gaza;1997;2826046;Asia;71.1;7110.67
West Bank and Gaza;2002;3389578;Asia;72.4;4515.49
West Bank and Gaza;2007;4018332;Asia;73.4;3025.35
Yemen Rep.;1952;4963829;Asia;32.5;781.72
Yemen Rep.;1957;5498090;Asia;34.0;804.83
Yemen Rep.;1962;6120081;Asia;35.2;825.62
Yemen Rep.;1967;6740785;Asia;37.0;862.44
Yemen Rep.;1972;7407075;Asia;39.8;1265.05
Yemen Rep.;1977;8403990;Asia;44.2;1829.77
Yemen Rep.;1982;9657618;Asia;49.1;1977.56
Yemen Rep.;1987;11219340;Asia;52.9;1971.74
Yemen Rep.;1992;13367997;Asia;55.6;1879.5
Yemen Rep.;1997;15826497;Asia;58.0;2117.48
Yemen Rep.;2002;18701257;Asia;60.3;2234.82
Yemen Rep.;2007;22211743;Asia;62.7;2280.77
Zambia;1952;2672000;Africa;42.0;1147.39
Zambia;1957;3016000;Africa;44.1;1311.96
Zambia;1962;3421000;Africa;46.0;1452.73
Zambia;1967;3900000;Africa;47.8;1777.08
Zambia;1972;4506497;Africa;50.1;1773.5
Zambia;1977;5216550;Africa;51.4;1588.69
Zambia;1982;6100407;Africa;51.8;1408.68
Zambia;1987;7272406;Africa;50.8;1213.32
Zambia;1992;8381163;Africa;46.1;1210.88
Zambia;1997;9417789;Africa;40.2;1071.35
Zambia;2002;10595811;Africa;39.2;1071.61
Zambia;2007;11746035;Africa;42.4;1271.21
Zimbabwe;1952;3080907;Africa;48.5;406.88
Zimbabwe;1957;3646340;Africa;50.5;518.76
Zimbabwe;1962;4277736;Africa;52.4;527.27
Zimbabwe;1967;4995432;Africa;54.0;569.8
Zimbabwe;1972;5861135;Africa;55.6;799.36
Zimbabwe;1977;6642107;Africa;57.7;685.59
Zimbabwe;1982;7636524;Africa;60.4;788.86
Zimbabwe;1987;9216418;Africa;62.4;706.16
Zimbabwe;1992;10704340;Africa;60.4;693.42
Zimbabwe;1997;11404948;Africa;46.8;792.45
Zimbabwe;2002;11926563;Africa;40.0;672.04
Zimbabwe;2007;12311143;Africa;43.5;469.71
